entity_id	timestamp	electors	polled	valid	rejected	NPP	SJB	NDF	SLPP	ITAK	SB	UDV	UNP	DTNA	DLF	DNA	ACTC	IND17-10	EPDP	PSA	UNA	JPF	SLLP	DP	IND11-04	TMK	SLMC	JSP	TMVP	ACMC	NFGG	IND14-10	IND07-11	APP	IND06-06	IND03-19	UNFF	NIF	NPPT	AJP	IND02-18	IND02-21	IND08-09	TULF	SBP	IND23-11	IND01-06	DUNF	PPP	IND11-06	IND08-04	IND04-21	IND03-10	IND02-20	IND06-03	IND02-10	IND04-07	IND02-08	IND02-22	ERDF	IND10-03	IND01-02	IND06-16	IND01-04	IND07-21	IND02-05	IND13-10	IND05-10	IND04-15	IND01-09	IND06-15	IND11-10	DUA	SLSP	IND16-10	IND04-04	IND07-03	USP	IND01-05	IND01-22	IND10-06	IND05-21	IND06-02	IND03-04	JSWP	IND07-10	IND22-11	IND18-10	IND01-19	IND02-06	IND02-09	IND07-06	IND03-06	IND01-07	IND03-21	IND01-16	IND13-12	IND04-06	IND02-02	IND04-17	IND05-16	IND15-01	IND19-11	IND09-14	IND04-03	IND06-14	IND02-14	IND07-17	IND20-10	IND11-03	IND01-20	IND07-01	IND24-11	IND03-11	IND12-11	SEP	IND03-05	IND06-21	IND06-10	IND01-10	IND05-08	IND20-11	IND14-14	IND05-19	FPF	IND02-19	IND02-04	IND06-08	IND09-01	IND02-07	IND12-14	IND03-20	IND03-01	IND19-10	IND08-06	IND18-12	IND17-01	UPA	LDP	ELPP	IND08-02	NLNP	IND05-07	IND09-06	IND08-17	IND10-04	IND04-22	IND01-21	IND03-09	IND05-12	IND08-03	IND07-08	IND13-14	IND04-11	IND09-11	IND14-11	IND09-03	IND17-02	IND10-11	AITM	IND04-19	IND05-04	IND09-10	IND07-04	IND06-04	IND17-11	IND02-15	IND02-03	IND10-10	IND08-15	IND01-15	NSSP	IND18-11	IND07-15	IND25-11	LJP	IND05-15	IND12-04	IND04-10	IND02-17	IND02-11	IND08-10	IND09-04	IND12-10	IND16-01	IND08-01	IND05-11	IND12-01	IND21-10	IND11-14	IND04-09	IND05-09	IND07-16	IND03-03	IND01-03	IND03-16	IND01-14	IND03-13	IND14-01	IND05-06	IND19-01	IND09-09	IND03-22	IND06-17	IND07-05	IND05-03	IND06-05	IND01-11	IND14-16	IND03-14	IND15-02	IND04-02	IND09-15	IND06-11	IND09-02	IND06-09	IND03-17	IND13-11	IND05-05	IND01-17	IND12-12	IND03-02	IND08-11	IND15-10	IND12-02	IND07-14	IND07-09	IND03-07	IND06-01	IND04-08	IND01-18	IND07-02	IND10-02	IND11-11	IND02-12	IND01-08	IND04-14	IND03-08	IND02-16	IND11-16	IND04-05	IND08-13	IND09-17	IND01-01	IND11-12	IND20-13	IND15-12	IND05-02	PP	IND13-01	IND18-01	IND05-17	IND04-01	IND10-16	IND03-15	IND15-16	IND11-01	IND15-11	IND10-14	IND03-12	IND24-12	IND10-12	IND14-13	IND05-01	IND11-02	IND09-16	IND05-14	IND13-02	IND02-01	IND04-12	IND09-12	IND17-13	IND14-02	IND13-16	IND08-16	IND04-16	IND20-12	IND16-13	IND10-01	IND21-11	IND30-13	IND14-12	IND16-11	IND08-12	IND12-16	IND16-02	IND02-13	IND27-12	IND23-13	IND13-13	IND08-14	IND22-13	IND24-13	IND01-13	IND04-13	IND19-12	IND31-13	IND38-13	IND43-13	IND17-12	IND10-13	IND15-13	IND23-12	IND22-12	IND09-13	IND21-12	IND27-13	IND12-13	SLMP	IND11-13	IND35-13	IND06-12	IND07-12	IND42-13	IND01-12	IND25-12	IND26-13	IND06-13	IND21-13	IND19-13	IND18-13	IND16-12	IND39-13	IND25-13	IND41-13	IND29-13	IND34-13	IND36-13	IND37-13	IND07-13	IND26-12	IND32-13	IND05-13	IND40-13	IND28-13	IND33-13
EC-01A	2024-11-15 07:59:18:363	97590	64890	58862	6028	33285	18883	1606	707	0	387	738	0	0	690	211	0	0	243	118	116	62	0	39	0	0	0	57	0	0	0	0	0	48	0	0	171	0	81	79	0	0	0	0	58	0	0	20	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	160	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	84	0	0	0	100	0	0	0	72	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	35	0	0	0	0	0	0	0	0	34	30	0	48	0	0	0	0	0	0	0	0	0	0	69	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	23	19	0	15	0	0	0	14	0	0	0	0	0	0	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01B	2024-11-15 06:21:29:617	118919	83617	76085	7532	39160	27347	3612	923	0	464	490	0	0	626	230	0	0	120	180	132	67	0	77	0	0	0	57	0	0	0	0	0	50	0	0	225	0	96	85	0	0	0	0	52	0	0	22	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	158	0	0	0	24	0	0	0	0	0	0	0	0	37	0	0	0	207	0	0	0	160	0	0	0	311	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	74	0	0	0	0	0	0	0	0	107	62	0	91	0	0	0	0	0	0	0	0	0	0	66	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	31	22	0	24	0	0	0	25	0	0	0	0	0	0	19	0	0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01C	2024-11-15 04:31:26:740	62543	41721	38983	2738	24318	9246	1654	1122	0	597	585	0	0	271	78	0	0	54	82	46	23	0	71	0	0	0	41	0	0	0	0	0	24	0	0	118	0	58	26	0	0	0	0	15	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	61	0	0	0	11	0	0	0	0	0	0	0	0	26	0	0	0	56	0	0	0	20	0	0	0	39	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	22	0	0	0	0	0	0	0	0	20	15	0	22	0	0	0	0	0	0	0	0	0	0	21	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	9	7	0	3	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01D	2024-11-15 04:45:33:786	67089	43340	40819	2521	26072	9034	2090	950	0	733	273	0	0	211	63	0	0	70	157	55	20	0	77	0	0	0	24	0	0	0	0	0	35	0	0	132	0	174	59	0	0	0	0	23	0	0	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	65	0	0	0	13	0	0	0	0	0	0	0	0	23	0	0	0	31	0	0	0	44	0	0	0	16	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	17	0	0	0	0	0	0	0	0	31	36	0	32	0	0	0	0	0	0	0	0	0	0	26	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	6	0	10	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01E	2024-11-15 04:42:53:198	42009	25053	23716	1337	13456	7212	977	556	0	268	239	0	0	74	33	0	0	76	226	43	13	0	24	0	0	0	11	0	0	0	0	0	8	0	0	38	0	131	32	0	0	0	0	13	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	48	0	0	0	21	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	23	12	0	15	0	0	0	0	0	0	0	0	0	0	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	7	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01F	2024-11-15 05:32:45:166	66013	42148	40254	1894	26188	8427	1657	1536	0	1120	218	0	0	111	44	0	0	37	183	29	11	0	38	0	0	0	22	0	0	0	0	0	19	0	0	50	0	128	35	0	0	0	0	14	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	18	0	0	0	62	0	0	0	26	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	26	0	0	0	0	0	0	0	0	18	10	0	19	0	0	0	0	0	0	0	0	0	0	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	7	11	0	11	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01G	2024-11-15 04:56:42:705	70211	45343	43149	2194	29310	7811	1876	1607	0	1151	174	0	0	163	58	0	0	26	144	36	12	0	51	0	0	0	30	0	0	0	0	0	13	0	0	56	0	87	42	0	0	0	0	13	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	60	0	0	0	9	0	0	0	0	0	0	0	0	32	0	0	0	56	0	0	0	40	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	17	0	0	0	0	0	0	0	0	17	30	0	18	0	0	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	9	13	0	8	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01I	2024-11-15 05:38:21:912	75745	49389	47537	1852	31278	9085	2926	1351	0	1203	241	0	0	133	181	0	0	13	114	29	11	0	206	0	0	0	51	0	0	0	0	0	23	0	0	114	0	93	43	0	0	0	0	29	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	20	0	0	0	31	0	0	0	22	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	19	0	0	0	0	0	0	0	0	26	20	0	23	0	0	0	0	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	7	0	21	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01M	2024-11-15 07:41:37:549	140579	95128	91776	3352	67927	11123	3912	3223	0	3160	343	0	0	192	108	0	0	26	231	39	36	0	221	0	0	0	79	0	0	0	0	0	35	0	0	88	0	128	81	0	0	0	0	26	0	0	26	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	87	0	0	0	14	0	0	0	0	0	0	0	0	14	0	0	0	10	0	0	0	61	0	0	0	43	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	81	0	0	0	0	0	0	0	0	31	55	0	27	0	0	0	0	0	0	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12	19	0	21	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	16	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-01O	2024-11-15 06:37:18:618	120462	86357	82631	3726	56550	14395	4324	2707	0	1720	560	0	0	435	90	0	0	43	198	56	38	0	118	0	0	0	73	0	0	0	0	0	29	0	0	134	0	105	107	0	0	0	0	35	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	136	0	0	0	19	0	0	0	0	0	0	0	0	32	0	0	0	13	0	0	0	77	0	0	0	31	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	82	0	0	0	0	0	0	0	0	37	61	0	36	0	0	0	0	0	0	0	0	0	0	41	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	21	21	0	8	0	0	0	20	0	0	0	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
